,direction,energy,field,filename,functional,molecule,multiplicity,no_scf_cycles,orbital_threshold,precision,property_threshold,u_norm,u_x,u_y,u_z,walltime
550,z,-534.8025132166372,-0.001,hcccl_lda_-0001_z.out,lda,hcccl,1,13,1e-06,1e-07,-1.0,0.16375894207,-4.9664763116e-11,-1.2011530544e-09,-0.16375894207,9553.524
551,y,-486.0672194808309,+0.001,bh2cl_pbe_+0001_y.out,pbe,bh2cl,1,9,1e-06,1e-07,-1.0,0.17483626866,-5.4990306595e-11,0.028974241802,-0.17241871752,6096.214
552,y,-379.8275555690219,-0.001,hcp_pbe_-0001_y.out,pbe,hcp,1,10,1e-06,1e-07,-1.0,0.14969103133,-8.4378105598e-11,-0.031225890998,0.14639791185,5988.323
553,x,-341.1157053423408,+0.001,p_pbe_+0001_x.out,pbe,p,4,10,1e-06,1e-07,-1.0,0.02776182985,0.02776182985,-9.9688880644e-12,-8.7644015317e-12,5970.736
554,x,-398.2851100989569,+0.001,mg2_lda_+0001_x.out,lda,mg2,1,9,1e-06,1e-07,-1.0,0.12301121177,0.12301121177,-1.5532708311e-11,-1.2636350633e-08,5977.104
555,y,-273.0342598629173,+0.001,of2_lda_+0001_y.out,lda,of2,1,19,1e-06,1e-07,-1.0,0.10648719532,5.4314095842e-09,0.020998150416,0.10439636222,13826.08
556,x,-56.11043404425626,-0.001,nh3_lda_-0001_x.out,lda,nh3,1,9,1e-06,1e-07,-1.0,0.60072297395,-0.014589460673,2.1820348183e-05,-0.60054578393,2936.85
557,x,-130.7577021115347,-0.001,nh3o_lda_-0001_x.out,lda,nh3o,1,15,1e-06,1e-07,-1.0,2.0281127088,-0.020656080247,-4.7009664214e-11,-2.0280075162,7495.609
558,y,-499.9102213077365,-0.001,ch3cl_pbe_-0001_y.out,pbe,ch3cl,1,9,1e-06,1e-07,-1.0,0.71653279959,-7.2778184997e-06,-0.028181005864,-0.71597841011,6101.249
559,y,-154.7112840477175,-0.001,nh2f_lda_-0001_y.out,lda,nh2f,1,20,1e-06,1e-07,-1.0,0.87497237141,0.65683621373,-0.27825233276,0.50667393694,10463.87
560,y,-94.55527018414054,-0.001,ch2nh_pbe_-0001_y.out,pbe,ch2nh,1,12,1e-06,1e-07,-1.0,0.76538759919,-0.51718274454,-0.017859727543,0.56393369812,6284.872
561,x,-0.4786737871975149,-0.001,h_lda_-0001_x.out,lda,h,2,5,1e-06,1e-07,-1.0,0.0060621869306,-0.0060621869306,-6.6953797486e-13,-6.4170869768e-13,558.7249
562,z,-559.7666345803863,+0.001,clf_pbe_+0001_z.out,pbe,clf,1,12,1e-06,1e-07,-1.0,0.30606237303,-5.012823427e-10,-7.5258392634e-09,0.30606237303,7458.023
563,y,-168.8262107500248,+0.001,nali_lda_+0001_y.out,lda,nali,1,10,1e-06,1e-07,-1.0,0.18923281954,-9.2523876085e-12,0.17855015534,-0.062680954198,3473.65
564,y,-341.8719274583862,-0.001,ph3_lda_-0001_y.out,lda,ph3,1,9,1e-06,1e-07,-1.0,0.25790958464,-1.0629162908e-11,-0.031676103638,-0.25595698527,4147.88
565,z,-253.5681670972183,+0.001,nacn_lda_+0001_z.out,lda,nacn,1,13,1e-06,1e-07,-1.0,3.3679900518,-1.7723796558,-2.8638019398,0.025802979829,7460.849
566,z,-110.564501929514,-0.001,n2h2_pbe_-0001_z.out,pbe,n2h2,1,12,1e-06,1e-07,-1.0,1.0688063666,0.40135043202,-1.0509510517e-11,0.99058814847,6731.589
567,y,-175.2943556000491,+0.001,hccf_lda_+0001_y.out,lda,hccf,1,11,1e-06,1e-07,-1.0,0.20375232305,-7.0651036185e-10,0.020025114422,-0.20276588456,6827.683
568,y,-40.46812107753939,-0.001,ch4_pbe_-0001_y.out,pbe,ch4,1,8,1e-06,1e-07,-1.0,0.017446427932,-3.0622360426e-12,-0.017446427932,-3.7238480353e-12,2663.257
569,x,-93.90641553250686,-0.001,h2cn_pbe_-0001_x.out,pbe,h2cn,2,14,1e-06,1e-07,-1.0,0.97048435646,-0.016100752783,1.5318198586e-10,-0.97035078806,12535.2
570,y,-228.2583882858748,-0.001,fno_lda_-0001_y.out,lda,fno,1,17,1e-06,1e-07,-1.0,0.55682698178,0.46055914963,0.31295615879,4.1618716325e-08,10224.28
571,y,-138.1275782696304,-0.001,ch2f_lda_-0001_y.out,lda,ch2f,2,16,1e-06,1e-07,-1.0,0.44081198677,0.17697937507,0.4037245453,4.1778151601e-10,12199.12
572,non,-228.2587100578604,0,fno_lda_000.out,lda,fno,1,36,1e-06,1e-07,-1.0,0.57009839301,0.46470194004,0.3302488223,5.8855488084e-07,3540.105
573,z,-92.63687555017208,-0.001,hnc_lda_-0001_z.out,lda,hnc,1,11,1e-06,1e-07,-1.0,1.2093611072,-3.7391814596e-09,-7.6551567507e-09,1.2093611072,3900.385
574,y,-467.6125310226045,-0.001,licl_pbe_-0001_y.out,pbe,licl,1,9,1e-06,1e-07,-1.0,2.6925605235,-1.0436880744e-11,-0.028891766542,-2.6924055116,4355.522
575,y,-168.643836115833,-0.001,hconh2_lda_-0001_y.out,lda,hconh2,1,15,1e-06,1e-07,-1.0,1.5443275735,-1.5148979826,-0.30005292277,1.4618378836e-09,10508.81
576,non,-378.4203595927619,0,hcp_lda_000.out,lda,hcp,1,17,1e-06,1e-07,-1.0,0.13614437409,-3.2076439157e-08,-6.5738766397e-08,0.13614437409,1447.256
577,non,-559.7663400637725,0,clf_pbe_000.out,pbe,clf,1,30,1e-06,1e-07,-1.0,0.28295380954,-1.4321968555e-08,-1.6986657524e-07,0.28295380954,2818.239
578,non,-169.7924318331446,0,hconh2_pbe_000.out,pbe,hconh2,1,26,1e-06,1e-07,-1.0,1.5053745274,-1.4816299648,-0.2663176962,1.2277487932e-08,2787.433
579,y,-26.55590467823542,-0.001,bh3_pbe_-0001_y.out,pbe,bh3,1,8,1e-06,1e-07,-1.0,0.019795552813,-4.4743985163e-12,-0.019795552813,-5.1552971723e-12,2227.845
580,x,-92.63810536573058,-0.001,hnc_lda_-0001_x.out,lda,hnc,1,11,1e-06,1e-07,-1.0,1.2338402492,-0.016551302642,-2.1597644271e-10,1.2337292308,3919.656
581,non,-99.95811240739553,0,bo_pbe_000.out,pbe,bo,2,27,1e-06,1e-07,-1.0,0.85914542882,-8.0710965067e-12,-8.1905390926e-12,-0.85914542882,2640.351
582,non,-114.850160788534,0,ch3oh_lda_000.out,lda,ch3oh,1,20,1e-06,1e-07,-1.0,0.64996561959,0.53457778968,0.3697051439,-2.6030852287e-09,1511.724
583,z,-93.9073911240582,-0.001,h2cn_pbe_-0001_z.out,pbe,h2cn,2,18,1e-06,1e-07,-1.0,0.99693199095,-9.2732526654e-12,1.5893830434e-11,-0.99693199095,17375.33
584,y,-535.1200993376164,-0.001,ocl_pbe_-0001_y.out,pbe,ocl,2,14,1e-06,1e-07,-1.0,0.52892130934,-2.6803165823e-05,-0.018408791553,0.52860085807,16749.98
585,non,-77.82745355883134,0,c2h3_pbe_000.out,pbe,c2h3,2,31,1e-06,1e-07,-1.0,0.28377699719,-0.24295395063,-0.14663820104,1.0768054519e-09,3755.027
586,x,-110.5651166075343,-0.001,n2h2_pbe_-0001_x.out,pbe,n2h2,1,13,1e-06,1e-07,-1.0,1.080550696,0.37376607221,-1.0515627884e-11,1.0138484749,7617.325
587,x,-559.7663487385727,+0.001,clf_pbe_+0001_x.out,pbe,clf,1,10,1e-06,1e-07,-1.0,0.28346736596,0.017336851447,-7.4319262311e-10,0.28293670873,6665.493
588,z,-0.4786737871975146,-0.001,h_lda_-0001_z.out,lda,h,2,5,1e-06,1e-07,-1.0,0.0060621869306,-6.3775264579e-13,-6.692177889e-13,-0.0060621869306,557.7854
589,x,-253.5663987085073,+0.001,nacn_lda_+0001_x.out,lda,nacn,1,16,1e-06,1e-07,-1.0,3.3493641041,-1.7385454458,-2.8628132378,-1.6124481709e-11,9229.074
590,non,-399.2431066038372,0,sh2_pbe_000.out,pbe,sh2,1,18,1e-06,1e-07,-1.0,0.38005263158,-3.1897111049e-08,1.1667507596e-08,-0.38005263158,1312.043
591,non,-855.5668989675322,0,scl_lda_000.out,lda,scl,2,38,1e-06,1e-07,-1.0,0.088423185414,-2.8179473969e-07,3.4975166016e-07,0.088423185413,7864.201
592,non,-398.2850485987526,0,mg2_lda_000.out,lda,mg2,1,16,1e-06,1e-07,-1.0,6.0971570083e-09,-1.5093897347e-11,-1.5601038134e-11,-6.0971183657e-09,1786.89
593,y,-125.8415316751852,-0.001,bh2f_pbe_-0001_y.out,pbe,bh2f,1,9,1e-06,1e-07,-1.0,0.24150413402,-2.124827485e-10,-0.019416694095,-0.24072232705,4359.64
594,non,-123.8067799570631,0,bf_lda_000.out,lda,bf,1,19,1e-06,1e-07,-1.0,0.41088170196,-6.8384424268e-07,-3.1931058817e-06,0.41088170195,883.2915
595,non,-25.61156841677752,0,bh2_lda_000.out,lda,bh2,2,14,1e-06,1e-07,-1.0,0.21148890409,-4.8064481618e-12,0.21148890409,2.9907493361e-11,1078.213
596,y,-995.1554042061941,+0.001,ocl2_pbe_+0001_y.out,pbe,ocl2,1,22,1e-06,1e-07,-1.0,0.19185385189,-6.9607747602e-09,0.057285606569,-0.18310177434,23392.45
597,y,-682.5997967389291,-0.001,p2h4_lda_-0001_y.out,lda,p2h4,1,11,1e-06,1e-07,-1.0,0.40819142474,-0.0012604208534,-0.076327506758,0.4009897284,9148.696
598,non,-682.5997578385985,0,p2h4_lda_000.out,lda,p2h4,1,18,1e-06,1e-07,-1.0,0.40097222613,2.9752075914e-09,1.8499408113e-08,0.40097222613,2624.986
599,z,-56.1110360102366,-0.001,nh3_lda_-0001_z.out,lda,nh3,1,9,1e-06,1e-07,-1.0,0.61795876347,-5.3863074829e-12,2.6210811822e-05,-0.61795876291,2940.505
600,z,-130.7597347967055,-0.001,nh3o_lda_-0001_z.out,lda,nh3o,1,14,1e-06,1e-07,-1.0,2.057943684,-2.943507808e-06,-9.4955253163e-11,-2.057943684,6932.754
601,non,-131.6116385223078,0,nh3o_pbe_000.out,pbe,nh3o,1,22,1e-06,1e-07,-1.0,1.9858559624,-3.1332981836e-06,-1.7318037958e-09,-1.9858559624,1822.639
602,z,-341.1157053421379,+0.001,p_pbe_+0001_z.out,pbe,p,4,10,1e-06,1e-07,-1.0,0.027761829847,-1.0897301566e-11,-1.021057216e-11,0.027761829847,5986.02
603,x,-534.8023934882851,-0.001,hcccl_lda_-0001_x.out,lda,hcccl,1,12,1e-06,1e-07,-1.0,0.10792339753,-0.028435948105,-8.9327290855e-10,-0.10410982946,8713.785
604,x,-77.25890305874918,-0.001,c2h2_pbe_-0001_x.out,pbe,c2h2,1,9,1e-06,1e-07,-1.0,0.02003477948,-0.02003477948,-8.9439553024e-12,5.1145701509e-11,4197.472
605,non,-527.3461411478545,0,ar_pbe_000.out,pbe,ar,1,10,1e-06,1e-07,-1.0,2.1092419194e-11,-1.1973860828e-11,-1.2530844457e-11,-1.2020596555e-11,786.9936
606,z,-398.2851648065927,+0.001,mg2_lda_+0001_z.out,lda,mg2,1,9,1e-06,1e-07,-1.0,0.23229872336,-1.5143398042e-11,-1.5496081306e-11,0.23229872336,4913.816
607,non,-548.4316258616192,0,so2_pbe_000.out,pbe,so2,1,32,1e-06,1e-07,-1.0,0.58425887897,-6.0817102204e-07,7.6291778228e-08,-0.58425887897,3711.991
608,y,-453.298467501187,-0.001,hns_pbe_-0001_y.out,pbe,hns,1,10,1e-06,1e-07,-1.0,0.55501809293,0.026522932382,-0.55438399826,-1.4941101796e-07,6039.26
609,non,-534.0172173187514,0,hocl_lda_000.out,lda,hocl,1,33,1e-06,1e-07,-1.0,0.60215215322,-0.58548735563,-2.0623589512e-07,0.14068323293,2748.182
610,y,-131.6458296133159,+0.001,nh2oh_pbe_+0001_y.out,pbe,nh2oh,1,15,1e-06,1e-07,-1.0,0.27118152118,0.043798302082,0.26762123638,-1.040045796e-11,9069.609
611,y,-435.7690406537756,+0.001,hchs_lda_+0001_y.out,lda,hchs,1,11,1e-06,1e-07,-1.0,0.65636817014,1.9635388615e-08,0.033207078417,-0.65552762315,6498.424
612,non,-363.1112308706608,0,sio_lda_000.out,lda,sio,1,20,1e-06,1e-07,-1.0,1.1736934197,-3.9950037875e-08,-2.2856433673e-07,-1.1736934197,1797.481
613,x,-422.0317934607168,-0.001,hbs_lda_-0001_x.out,lda,hbs,1,9,1e-06,1e-07,-1.0,0.47345752868,-0.029811942437,-1.1440386161e-09,0.47251802035,4730.507
614,non,-2.834835624160783,0,he_lda_000.out,lda,he,1,7,1e-06,1e-07,-1.0,2.2485510579e-12,-1.275322383e-12,-1.3366535656e-12,-1.2817534572e-12,204.8695
615,y,-162.7408828483912,+0.001,nah_pbe_+0001_y.out,pbe,nah,1,8,1e-06,1e-07,-1.0,2.2658267007,-7.7520152869e-12,0.041438417068,-2.2654477472,2873.812
616,x,-113.0075720276448,-0.001,hco_lda_-0001_x.out,lda,hco,2,15,1e-06,1e-07,-1.0,0.6108771413,0.57703720332,-0.20049675244,-3.0352124819e-07,11723.51
617,z,-534.0173726355853,+0.001,hocl_lda_+0001_z.out,lda,hocl,1,17,1e-06,1e-07,-1.0,0.61053620337,-0.58639426288,-6.5243515764e-09,0.169988894,10009.76
618,non,-15.86569491766148,0,beh2_pbe_000.out,pbe,beh2,1,10,1e-06,1e-07,-1.0,5.5005540406e-12,-3.8135009359e-12,-3.9283308385e-12,5.305866455e-13,541.9014
619,z,-78.71049820693716,+0.001,bn_lda_+0001_z.out,lda,bn,3,20,1e-06,1e-07,-1.0,0.69658507969,-7.9573341531e-12,-7.1126329318e-12,-0.69658507969,11774.81
620,non,-794.9025859393589,0,s2h2_lda_000.out,lda,s2h2,1,27,1e-06,1e-07,-1.0,0.44826704548,1.8212644796e-08,9.3308434468e-08,0.44826704548,3255.957
621,z,-421.3603618337694,-0.001,bs_lda_-0001_z.out,lda,bs,2,16,1e-06,1e-07,-1.0,0.28613708091,2.2630728441e-09,-2.4026380629e-10,-0.28613708091,14229.43
622,z,-112.4781049570959,-0.001,co_lda_-0001_z.out,lda,co,1,10,1e-06,1e-07,-1.0,0.074009807826,-1.9111060024e-09,-4.0998928483e-09,0.074009807826,3422.1
623,x,-39.7928507435302,+0.001,ch3_pbe_+0001_x.out,pbe,ch3,2,8,1e-06,1e-07,-1.0,0.016992239274,0.016992239274,-6.2763445496e-12,-2.7724845083e-11,4267.85
624,x,-324.3735270696577,-0.001,na2_pbe_-0001_x.out,pbe,na2,1,8,1e-06,1e-07,-1.0,0.19626436567,-0.19626436567,-1.3611926856e-11,-8.7500727016e-07,5408.692
625,non,-56.51728159865026,0,nh3_pbe_000.out,pbe,nh3,1,16,1e-06,1e-07,-1.0,0.58020505826,-5.3752474146e-11,2.2062910898e-05,-0.58020505784,849.2449
626,z,-64.03457576951347,-0.001,ch2bh_lda_-0001_z.out,lda,ch2bh,1,14,1e-06,1e-07,-1.0,0.2326392646,-9.1740408179e-12,-8.4933632703e-12,-0.2326392646,5672.507
627,z,-552.797404446834,-0.001,clcn_pbe_-0001_z.out,pbe,clcn,1,13,1e-06,1e-07,-1.0,1.1137612422,-2.9137520728e-13,6.7763398716e-10,1.1137612422,10740.46
628,y,-150.2594978217836,-0.001,o2_pbe_-0001_y.out,pbe,o2,3,9,1e-06,1e-07,-1.0,0.0087131046602,-1.0293390351e-11,-0.0087131046593,1.2381548337e-07,7989.896
629,y,-162.172773598829,+0.001,na_pbe_+0001_y.out,pbe,na,2,9,1e-06,1e-07,-1.0,0.15976353233,-8.1473050184e-12,0.15976353233,-7.6682764857e-12,4405.743
630,y,-15.02211393345613,-0.001,beh_lda_-0001_y.out,lda,beh,2,11,1e-06,1e-07,-1.0,0.087390220358,-3.2799074186e-12,-0.039246491994,0.078081774317,2959.718
631,y,-389.4410001765229,+0.001,sih3f_lda_+0001_y.out,lda,sih3f,1,9,1e-06,1e-07,-1.0,0.48876645528,-6.9586001669e-11,0.031478670139,0.48775172079,7017.506
632,x,-99.49273386696447,+0.001,licn_lda_+0001_x.out,lda,licn,1,14,1e-06,1e-07,-1.0,2.7025748911,2.5294900694,-0.95162546781,-4.1034911936e-11,4840.261
633,x,-75.69025761392251,+0.001,oh_pbe_+0001_x.out,pbe,oh,2,14,1e-06,1e-07,-1.0,0.62731424462,0.0068688360446,-5.5062522245e-12,-0.62727663801,5384.731
634,z,-682.4255458353036,-0.001,p2_pbe_-0001_z.out,pbe,p2,1,10,1e-06,1e-07,-1.0,0.070295297723,-1.9570420327e-11,-1.9912441228e-11,-0.070295297723,7649.759
635,y,-548.4316431727952,-0.001,so2_pbe_-0001_y.out,pbe,so2,1,18,1e-06,1e-07,-1.0,0.58527127018,-1.2739798338e-08,-0.034512460823,-0.58425281321,18391.8
636,z,-76.38923735483115,-0.001,h2o_pbe_-0001_z.out,pbe,h2o,1,9,1e-06,1e-07,-1.0,0.71687883043,-6.1887450305e-12,-5.8910092516e-12,-0.71687883043,2330.613
637,z,-192.5358032261465,+0.001,fcn_pbe_+0001_z.out,pbe,fcn,1,12,1e-06,1e-07,-1.0,0.88713346606,-6.0954788575e-10,-2.6597353245e-09,-0.88713346606,8468.406
638,non,-113.7823904054022,0,hco_pbe_000.out,pbe,hco,2,39,1e-06,1e-07,-1.0,0.61130968436,0.57605434712,-0.20459941191,-1.1187137476e-06,4332.775
639,z,-2.892936291328918,-0.001,he_pbe_-0001_z.out,pbe,he,1,4,1e-06,1e-07,-1.0,0.0015842398869,-1.2695322e-12,-1.3326958839e-12,-0.0015842398869,588.0552
640,non,-471.5438856705562,0,so-trip_lda_000.out,lda,so-trip,3,27,1e-06,1e-07,-1.0,0.55227885941,-3.4618226152e-08,4.9619529494e-09,-0.55227885941,4966.573
641,z,-39.10915169229219,-0.001,ch2-t_pbe_-0001_z.out,pbe,ch2-t,3,10,1e-06,1e-07,-1.0,0.24756478373,-1.1612446607e-11,-2.0754595007e-09,-0.24756478373,3500.449
642,x,-548.4316354422218,-0.001,so2_pbe_-0001_x.out,pbe,so2,1,18,1e-06,1e-07,-1.0,0.58460737382,-0.020337489352,6.5006222627e-08,-0.58425351351,20284.72
643,y,-99.48927898815754,+0.001,licn_lda_+0001_y.out,lda,licn,1,14,1e-06,1e-07,-1.0,2.668735495,2.5031667365,-0.9253677277,-9.3734294429e-11,4775.911
644,y,-75.69025856366227,+0.001,oh_pbe_+0001_y.out,pbe,oh,2,9,1e-06,1e-07,-1.0,0.62733497607,-5.7056675798e-12,0.0087710673514,-0.62727365685,3219.337
645,z,-150.803019684688,-0.001,ho2_pbe_-0001_z.out,pbe,ho2,2,34,1e-06,1e-07,-1.0,0.76867012612,-0.6425851666,-0.42166198511,-0.011799863307,27536.67
646,z,-622.3011382796221,-0.001,nacl_pbe_-0001_z.out,pbe,nacl,1,10,1e-06,1e-07,-1.0,3.3847435096,-1.5417656486e-11,8.0447672447e-11,-3.3847435096,6829.805
647,x,-389.4410002195141,+0.001,sih3f_lda_+0001_x.out,lda,sih3f,1,9,1e-06,1e-07,-1.0,0.48876932574,0.031526186727,-3.6853233425e-05,0.48775152688,6822.664
648,x,-15.02211393345613,-0.001,beh_lda_-0001_x.out,lda,beh,2,11,1e-06,1e-07,-1.0,0.087390220358,-0.039246491994,-3.297440979e-12,0.078081774317,2981.799
649,non,-324.3734288524967,0,na2_pbe_000.out,pbe,na2,1,19,1e-06,1e-07,-1.0,1.0429068066e-06,-1.3328050991e-11,-1.3615542554e-11,-1.0429068064e-06,2994.819
650,z,-341.7348834775083,+0.001,ph_pbe_+0001_z.out,pbe,ph,3,9,1e-06,1e-07,-1.0,0.13427431914,-1.0361606792e-11,-1.0375364642e-11,-0.13427431914,5632.543
651,x,-150.2594978217834,-0.001,o2_pbe_-0001_x.out,pbe,o2,3,9,1e-06,1e-07,-1.0,0.0087131046595,-0.0087131046587,-1.052492318e-11,1.2381546707e-07,7883.672
652,x,-162.172773601189,+0.001,na_pbe_+0001_x.out,pbe,na,2,9,1e-06,1e-07,-1.0,0.15976353222,0.15976353222,-6.632150679e-12,-6.1640995147e-12,4383.5
653,y,-39.79285075272954,+0.001,ch3_pbe_+0001_y.out,pbe,ch3,2,8,1e-06,1e-07,-1.0,0.017003200923,-1.3455933212e-06,0.01700320087,-5.2313026239e-11,4348.22
654,y,-324.3735270696574,-0.001,na2_pbe_-0001_y.out,pbe,na2,1,8,1e-06,1e-07,-1.0,0.19626436567,-1.328681622e-11,-0.19626436567,-8.7500720928e-07,5396.726
655,z,-1.137501337810704,-0.001,h2_lda_-0001_z.out,lda,h2,1,5,1e-06,1e-07,-1.0,0.0071779980573,-1.2914900131e-12,-1.326080226e-12,-0.0071779980573,649.6071
656,z,-223.8161003865318,+0.001,bhf2_lda_+0001_z.out,lda,bhf2,1,10,1e-06,1e-07,-1.0,0.33622865629,-3.7608826642e-08,-9.2560381582e-09,0.33622865629,7017.787
657,non,-453.2979280317585,0,hns_pbe_000.out,pbe,hns,1,44,1e-06,1e-07,-1.0,0.52561839231,0.026523768643,-0.5249487442,-2.3654431658e-07,4049.714
658,y,-113.0083716765309,-0.001,hco_lda_-0001_y.out,lda,hco,2,18,1e-06,1e-07,-1.0,0.63887763553,0.5986798546,-0.22304050054,-1.6326649475e-07,14292.17
659,x,-162.740882848391,+0.001,nah_pbe_+0001_x.out,pbe,nah,1,8,1e-06,1e-07,-1.0,2.2658267007,0.041438417068,-8.0874449204e-12,-2.2654477472,3114.437
660,z,-123.8063790892464,-0.001,bf_lda_-0001_z.out,lda,bf,1,10,1e-06,1e-07,-1.0,0.39083787364,-1.8640431122e-08,-8.6872896457e-08,0.39083787364,3681.675
661,y,-422.0317934596705,-0.001,hbs_lda_-0001_y.out,lda,hbs,1,9,1e-06,1e-07,-1.0,0.47345752879,-3.2338779378e-09,-0.02981194333,0.4725180204,5106.935
662,z,-398.03163608622,-0.001,sh2_lda_-0001_z.out,lda,sh2,1,9,1e-06,1e-07,-1.0,0.42380934512,-2.0648936442e-11,-5.7076217802e-12,-0.42380934512,3696.278
663,non,-509.3984447551221,0,cso_lda_000.out,lda,cso,1,26,1e-06,1e-07,-1.0,0.33623999845,2.4300928436e-08,-3.241179454e-09,-0.33623999845,2740.645
664,x,-131.6456254775285,+0.001,nh2oh_pbe_+0001_x.out,pbe,nh2oh,1,15,1e-06,1e-07,-1.0,0.25377228781,0.061726104238,0.24615089298,-1.1239944666e-11,8312.727
665,x,-435.7690377310835,+0.001,hchs_lda_+0001_x.out,lda,hchs,1,11,1e-06,1e-07,-1.0,0.65607327623,0.027360271241,1.9901416191e-09,-0.65550252428,6499.679
666,x,-453.297921266561,-0.001,hns_pbe_-0001_x.out,pbe,hns,1,13,1e-06,1e-07,-1.0,0.52517222126,-0.013383087953,-0.52500167136,-1.1279190327e-07,7408.069
667,z,-379.8274175582197,-0.001,hcp_pbe_-0001_z.out,pbe,hcp,1,10,1e-06,1e-07,-1.0,0.098407097565,-6.3437914934e-10,-1.2860118984e-09,0.098407097565,6014.856
668,y,-77.25890305874925,-0.001,c2h2_pbe_-0001_y.out,pbe,c2h2,1,9,1e-06,1e-07,-1.0,0.02003477948,-8.8910887843e-12,-0.02003477948,4.9384331759e-11,3812.59
669,y,-534.8023934883706,-0.001,hcccl_lda_-0001_y.out,lda,hcccl,1,12,1e-06,1e-07,-1.0,0.10792339768,9.763907634e-11,-0.0284359487,-0.10410982945,9590.339
670,z,-486.0670524237784,+0.001,bh2cl_pbe_+0001_z.out,pbe,bh2cl,1,11,1e-06,1e-07,-1.0,0.1327086728,-1.3275747381e-11,-2.0737989481e-11,-0.1327086728,7475.42
671,z,-273.0343607475103,+0.001,of2_lda_+0001_z.out,lda,of2,1,15,1e-06,1e-07,-1.0,0.1183699438,1.3742182242e-08,1.4329275317e-08,0.1183699438,10205.63
672,z,-499.9109423252535,-0.001,ch3cl_pbe_-0001_z.out,pbe,ch3cl,1,12,1e-06,1e-07,-1.0,0.75426584456,-9.8657492609e-06,9.7916025512e-10,-0.7542658445,8188.914
673,x,-682.5997840890201,-0.001,p2h4_lda_-0001_x.out,lda,p2h4,1,9,1e-06,1e-07,-1.0,0.40442348682,-0.052654903175,-0.001263998995,0.40097907698,7520.142
674,z,-94.5547125160361,-0.001,ch2nh_pbe_-0001_z.out,pbe,ch2nh,1,12,1e-06,1e-07,-1.0,0.74328758806,-0.51750525767,-2.6379233873e-08,0.53353982687,5650.49
675,z,-154.7105160986619,-0.001,nh2f_lda_-0001_z.out,lda,nh2f,1,15,1e-06,1e-07,-1.0,0.85887353517,0.65511431589,-0.26031220117,0.49063891045,7091.75
676,x,-995.1553864260018,+0.001,ocl2_pbe_+0001_x.out,pbe,ocl2,1,21,1e-06,1e-07,-1.0,0.18562642248,0.030590502438,1.4102009177e-08,-0.18308847556,26986.82
677,x,-125.8415295598635,-0.001,bh2f_pbe_-0001_x.out,pbe,bh2f,1,10,1e-06,1e-07,-1.0,0.24121709124,-0.015190680655,2.1519194749e-10,-0.24073829843,5247.57
678,y,-253.5653068772199,+0.001,nacn_lda_+0001_y.out,lda,nacn,1,16,1e-06,1e-07,-1.0,3.3392403662,-1.7713625554,-2.8306891247,-1.8246459206e-11,9118.243
679,non,-229.625680632276,0,fno_pbe_000.out,pbe,fno,1,36,1e-06,1e-07,-1.0,0.57615597268,0.4663046194,0.3384016944,7.6149617845e-07,3891.289
680,z,-341.8721845888398,-0.001,ph3_lda_-0001_z.out,lda,ph3,1,8,1e-06,1e-07,-1.0,0.28998022972,-9.6229441387e-12,2.1066043486e-06,-0.28998022972,3964.237
681,z,-168.8262086329763,+0.001,nali_lda_+0001_z.out,lda,nali,1,11,1e-06,1e-07,-1.0,0.23700592906,-9.2752706456e-12,-9.3013575432e-12,0.23700592906,3628.118
682,y,-559.7663487385693,+0.001,clf_pbe_+0001_y.out,pbe,clf,1,10,1e-06,1e-07,-1.0,0.28346736625,-9.3308130892e-11,0.017336856988,0.28293670868,6632.842
683,non,-379.8275400051101,0,hcp_pbe_000.out,pbe,hcp,1,17,1e-06,1e-07,-1.0,0.14639328453,-3.009514639e-08,-6.1677385172e-08,0.14639328453,1594.919
684,z,-175.2941600690766,+0.001,hccf_lda_+0001_z.out,lda,hccf,1,12,1e-06,1e-07,-1.0,0.16823079137,-1.9022893273e-09,-8.2955557049e-09,-0.16823079137,7639.285
685,non,-168.643551412356,0,hconh2_lda_000.out,lda,hconh2,1,24,1e-06,1e-07,-1.0,1.5366832265,-1.5128577462,-0.26954921335,3.0253723602e-08,2321.612
686,non,-557.9375183851733,0,clf_lda_000.out,lda,clf,1,30,1e-06,1e-07,-1.0,0.30197210541,-2.2682236646e-08,-3.0639029527e-07,0.30197210541,2639.277
687,x,-535.1200986849236,-0.001,ocl_pbe_-0001_x.out,pbe,ocl,2,17,1e-06,1e-07,-1.0,0.52888470155,-0.01710320373,-2.6786547212e-05,0.52860808472,19703.11
688,y,-110.5655104600327,-0.001,n2h2_pbe_-0001_y.out,pbe,n2h2,1,12,1e-06,1e-07,-1.0,1.0879147441,0.3993381267,-0.014585861104,1.0118669891,6786.67
689,z,-138.1280001773096,-0.001,ch2f_lda_-0001_z.out,lda,ch2f,2,13,1e-06,1e-07,-1.0,0.45870279056,0.17713252077,0.42276879546,-0.017287733865,10699.76
690,z,-228.2587161339119,-0.001,fno_lda_-0001_z.out,lda,fno,1,17,1e-06,1e-07,-1.0,0.57023990667,0.46470656832,0.33025024714,-0.012495230511,10315.75
691,z,-40.46812107753935,-0.001,ch4_pbe_-0001_z.out,pbe,ch4,1,8,1e-06,1e-07,-1.0,0.017446427926,-3.0568363173e-12,-3.5815238958e-12,-0.017446427926,2647.721
